country_name,country_code,discipline,event,team_id,athlete_firstname,athlete_lastname,athlete_birthdate,athlete_age,athlete_sex,athlete_height_cm,athlete_weight_kg,athlete_medal
Angola,ANG,Handball,"Handball, Women",1,Isabel Evelize,Wangimba Guialo,1990-04-08,31,Female,168.0,,
Angola,ANG,Judo,"Lightweight, Women",2,Diassonema Neidy Curiata,Mucungui,1996-06-06,25,Female,,,
Angola,ANG,Sailing,"Two Person Dinghy, Men",3,Matias,Montinho,1990-07-15,31,Male,167.0,68.0,
Angola,ANG,Sailing,"Two Person Dinghy, Men",3,Paixão Fernando,Afonso Afonso,1991-01-02,30,Male,176.0,80.0,
Angola,ANG,Swimming,"100 metres Butterfly, Men",4,Salvador,Vieira Gordo,2003-01-07,18,Male,,,
Angola,ANG,Swimming,"100 metres Freestyle, Women",5,Catarina,Welvitchia Nobre Sousa,2000-04-27,21,Female,,,
Antigua and Barbuda,ANT,Athletics,"100 metres, Men",0,Cejhae Colin,Greene,1995-10-06,26,Male,174.0,72.0,
Antigua and Barbuda,ANT,Athletics,"100 metres, Women",1,Joella,Lloyd,2002-04-12,19,Female,,,
Antigua and Barbuda,ANT,Boxing,"Lightweight, Men",2,Alston Conrad S.,Ryan,1993-10-09,28,Male,,,
Antigua and Barbuda,ANT,Sailing,"One Person Dinghy, Women",3,Jalese,Gordon,2001-11-08,20,Female,,,
Antigua and Barbuda,ANT,Swimming,"100 metres Freestyle, Men",4,Stefano,Mitchell,1999-09-22,22,Male,,,
Antigua and Barbuda,ANT,Swimming,"50 metres Freestyle, Women",5,Samantha,Roberts,2000-04-21,21,Female,172.0,64.0,
Argentina,ARG,Artistic Gymnastics,"Individual All-Around, Women",0,Abigail,Magistrati,2003-12-29,18,Female,,,
Argentina,ARG,Artistic Gymnastics,"Floor Exercise, Women",1,Abigail,Magistrati,2003-12-29,18,Female,,,
Argentina,ARG,Artistic Gymnastics,"Uneven Bars, Women",2,Abigail,Magistrati,2003-12-29,18,Female,,,
Argentina,ARG,Artistic Gymnastics,"Balance Beam, Women",3,Abigail,Magistrati,2003-12-29,18,Female,,,
Argentina,ARG,Athletics,"Marathon, Men",4,Eulalio,Muñoz,1995-07-16,26,Male,,,
Argentina,ARG,Athletics,"Marathon, Men",5,Joaquín Emanuel,Arbe,1990-08-25,31,Male,,,
Argentina,ARG,Athletics,"Pole Vault, Men",6,Germán Pablo,Chiaraviglio Ermácora,1987-04-16,34,Male,195.0,84.0,
Argentina,ARG,Athletics,"Marathon, Women",7,Marcela Cristina,Gómez,1984-02-19,37,Female,,,
Argentina,ARG,Athletics,"3,000 metres Steeplechase, Women",8,Belén Adaluz,Casetta,1994-09-26,27,Female,163.0,52.0,
Argentina,ARG,Basketball,"Basketball, Men",9,Luis Alberto,Scola Balvoa,1980-04-30,41,Male,206.0,108.0,
Argentina,ARG,Basketball,"Basketball, Men",9,"Facundo  ""Facu""",Campazzo,1991-03-23,30,Male,181.0,85.0,
Argentina,ARG,Basketball,"Basketball, Men",9,Felipe Nicolás,Laprovíttola Stolbizer,1990-01-31,31,Male,193.0,88.0,
Argentina,ARG,Basketball,"Basketball, Men",9,"Nicolás José ""Nico""",Brussino,1993-03-02,28,Male,200.0,84.0,
Argentina,ARG,Basketball,"Basketball, Men",9,Leandro Nicolás,Bolmaro,2000-09-11,21,Male,,,
Argentina,ARG,Basketball,"Basketball, Men",9,Francisco,Cáffaro,2000-05-19,21,Male,207.0,,
Argentina,ARG,Basketball,"Basketball, Men",9,Marcos Nicolás,Delía,1992-04-08,29,Male,209.0,105.0,
Argentina,ARG,Basketball,"Basketball, Men",9,Gabriel Alejandro,Deck,1995-02-08,26,Male,197.0,107.0,
Argentina,ARG,Basketball,"Basketball, Men",9,Luca,Vildoza,1995-08-11,26,Male,191.0,,
Argentina,ARG,Basketball,"Basketball, Men",9,Juan Pablo,Vaulet,1996-03-22,25,Male,198.0,,
Argentina,ARG,Basketball,"Basketball, Men",9,Patricio,Garino Gullotta,1993-05-17,28,Male,196.0,96.0,
Argentina,ARG,Basketball,"Basketball, Men",9,Tayavek Ismael,Gallizzi,1993-02-08,28,Male,205.0,,
Argentina,ARG,Beach Volleyball,"Beach Volleyball, Men",10,Julián Amado,Azaad,1990-12-26,31,Male,,,
Argentina,ARG,Beach Volleyball,"Beach Volleyball, Men",10,Nicolás Matías,Capogrosso,1995-01-15,26,Male,205.0,,
Argentina,ARG,Beach Volleyball,"Beach Volleyball, Women",11,Ana María,Gallay,1986-01-16,35,Female,174.0,66.0,
Argentina,ARG,Beach Volleyball,"Beach Volleyball, Women",11,Fernanda Gabriela,Pereyra,1991-06-30,30,Female,180.0,,
Argentina,ARG,Boxing,"Flyweight, Men",12,Ramón Nicanor,Quiroga,1997-08-26,24,Male,,,
Argentina,ARG,Boxing,"Featherweight, Men",13,Mirco Jehiel,Cuello,2000-09-21,21,Male,173.0,56.0,
Argentina,ARG,Boxing,"Welterweight, Men",14,Brian Agustín,Arregui,2000-01-15,21,Male,177.0,69.0,
Argentina,ARG,Boxing,"Middleweight, Men",15,Francisco Daniel,Verón,1998-10-28,23,Male,,,
Argentina,ARG,Boxing,"Lightweight, Women",16,Dayana Érika Iohanna,Sánchez,1992-08-28,29,Female,,,
Argentina,ARG,Canoe Slalom,"Kayak Singles, Slalom, Men",17,Lucas Ignacio,Rossi,1994-12-21,27,Male,,,
Argentina,ARG,Canoe Sprint,"Kayak Singles, 200 metres, Men",18,Rubén Óscar,Voisard Rézola,1991-04-21,30,Male,174.0,80.0,
Argentina,ARG,Canoe Sprint,"Kayak Singles, 1,000 metres, Men",19,Agustín,Vernice,1995-07-03,26,Male,,,
Argentina,ARG,Canoe Sprint,"Kayak Singles, 200 metres, Women",20,Brenda Eliana,Rojas,1995-10-15,26,Female,166.0,64.0,
Argentina,ARG,Canoe Sprint,"Kayak Singles, 500 metres, Women",21,Brenda Eliana,Rojas,1995-10-15,26,Female,166.0,64.0,
Argentina,ARG,Cycling BMX Racing,"BMX, Men",22,Nicolás Exequiel,Torres,1997-09-09,24,Male,,,
Argentina,ARG,Cycling Mountain Bike,"Cross-Country, Women",23,Sofía,Gómez Villafañe,1994-04-15,27,Female,,,
Argentina,ARG,Cycling Road,"Road Race, Individual, Men",24,Eduardo,Sepúlveda,1991-06-13,30,Male,173.0,63.0,
Argentina,ARG,Equestrian Jumping,"Individual, Open",25,José María,"la Rocca, Jr.",1969-01-01,52,Male,187.0,83.0,
Argentina,ARG,Equestrian Jumping,"Individual, Open",26,Martín,Dopazo,1969-03-13,52,Male,179.0,79.0,
Argentina,ARG,Equestrian Jumping,"Individual, Open",27,Adalrico Fabián,Sejanes Fernández,1969-09-04,52,Male,,,
Argentina,ARG,Equestrian Jumping,"Team, Open",28,Adalrico Fabián,Sejanes Fernández,1969-09-04,52,Male,,,
Argentina,ARG,Equestrian Jumping,"Team, Open",28,Martín,Dopazo,1969-03-13,52,Male,179.0,79.0,
Argentina,ARG,Equestrian Jumping,"Team, Open",28,Matías,Albarracín,1979-10-25,42,Male,174.0,65.0,
Argentina,ARG,Equestrian Jumping,"Team, Open",28,José María,"la Rocca, Jr.",1969-01-01,52,Male,187.0,83.0,
Argentina,ARG,Fencing,"Sabre, Individual, Women",29,María Belén,Pérez Maurice,1985-07-12,36,Female,180.0,68.0,
Argentina,ARG,Football,"Football, Men",30,Jeremías Conán,Ledesma,1993-02-13,28,Male,187.0,,
Argentina,ARG,Football,"Football, Men",30,Patricio Nehuén,Pérez,2000-06-24,21,Male,185.0,,
Argentina,ARG,Football,"Football, Men",30,Claudio Nicolás,Bravo,1997-03-13,24,Male,,,
Argentina,ARG,Football,"Football, Men",30,Hernán,de la Fuente,1997-01-07,24,Male,177.0,,
Argentina,ARG,Football,"Football, Men",30,Fausto Mariano,Vera,2000-03-26,21,Male,179.0,,
Argentina,ARG,Football,"Football, Men",30,Julio Leonel,Mosevich,1997-02-04,24,Male,185.0,,
Argentina,ARG,Football,"Football, Men",30,Agustín José,Urzi,2000-05-04,21,Male,170.0,,
Argentina,ARG,Football,"Football, Men",30,Santiago,Colombatto,1997-01-17,24,Male,,,
Argentina,ARG,Football,"Football, Men",30,Adolfo Julián,Gaich,1999-02-26,22,Male,194.0,,
Argentina,ARG,Football,"Football, Men",30,Alexis,MacAllister,1998-12-24,23,Male,176.0,,
Argentina,ARG,Football,"Football, Men",30,Ezequiel Omar,Barco,1999-03-29,22,Male,162.0,,
Argentina,ARG,Football,"Football, Men",30,Lautaro Alberto,Morales,1999-12-16,22,Male,187.0,,
Argentina,ARG,Football,"Football, Men",30,Marcelo Andrés,Herrera Mansilla Barrios,1998-11-03,23,Male,175.0,,
Argentina,ARG,Football,"Football, Men",30,Facundo Axel,Medina,1999-05-28,22,Male,177.0,,
Argentina,ARG,Football,"Football, Men",30,Pedro,de la Vega,2001-02-07,20,Male,177.0,,
Argentina,ARG,Football,"Football, Men",30,Martín Ismael,Payero,1998-09-11,23,Male,183.0,,
Argentina,ARG,Football,"Football, Men",30,"Tomás ""Toto""",Belmonte,1998-05-27,23,Male,178.0,,
Argentina,ARG,Football,"Football, Men",30,Ezequiel,Ponce Martínez,1997-03-29,24,Male,180.0,,
Argentina,ARG,Football,"Football, Men",30,Francisco Gabriel,Ortega,1999-03-19,22,Male,178.0,,
Argentina,ARG,Football,"Football, Men",30,Thiago Ezequiel,Almada,2001-04-26,20,Male,171.0,,
Argentina,ARG,Football,"Football, Men",30,Carlos Fernando,Valenzuela,1997-04-22,24,Male,167.0,,
Argentina,ARG,Football,"Football, Men",30,Joaquín,Blázquez,2001-01-28,20,Male,193.0,,
Argentina,ARG,Golf,"Individual, Women",31,Magdalena María,Simmermacher,1996-03-23,25,Female,,,
Argentina,ARG,Handball,"Handball, Men",32,Federico Gastón,Fernández,1989-10-17,32,Male,191.0,88.0,
Argentina,ARG,Handball,"Handball, Men",32,Federico,Pizarro,1986-09-07,35,Male,190.0,84.0,
Argentina,ARG,Handball,"Handball, Men",32,Sebastián Alejandro,Simonet Moldes,1986-05-12,35,Male,189.0,93.0,
Argentina,ARG,Handball,"Handball, Men",32,Pablo,Vainstein,1989-07-18,32,Male,184.0,89.0,
Argentina,ARG,Handball,"Handball, Men",32,Diego Esteban,Simonet Moldes,1989-12-26,32,Male,190.0,88.0,
Argentina,ARG,Handball,"Handball, Men",32,Ignacio Nicolás,Pizarro,1990-02-08,31,Male,178.0,,
Argentina,ARG,Handball,"Handball, Men",32,Pablo Ariel,Simonet Moldes,1992-05-04,29,Male,185.0,90.0,
Argentina,ARG,Handball,"Handball, Men",32,Santiago,Baronetto,1992-10-27,29,Male,,,
Argentina,ARG,Handball,"Handball, Men",32,Pedro,Martínez Camí García,1999-12-20,22,Male,190.0,82.0,
Argentina,ARG,Handball,"Handball, Men",32,Lucas Darío,Moscariello,1992-02-19,29,Male,190.0,,
Argentina,ARG,Handball,"Handball, Men",32,Gonzalo Matías,Carou Marcel,1979-08-15,42,Male,190.0,100.0,
Argentina,ARG,Handball,"Handball, Men",32,Ramiro,Martínez,1995-07-22,26,Male,180.0,,
Argentina,ARG,Handball,"Handball, Men",32,Gastón Alberto,Mouriño,1994-10-12,27,Male,192.0,,
Argentina,ARG,Handball,"Handball, Men",32,Leonel Sergio Carlos,Maciel,1989-01-04,32,Male,192.0,,
Argentina,ARG,Handball,"Handball, Men",32,Nicolás,Bonanno,1991-11-18,30,Male,198.0,,
Argentina,ARG,Handball,"Handball, Men",32,Juan Manuel,Bar,1987-06-29,34,Male,,,
Argentina,ARG,Hockey,"Hockey, Men",33,Juan Manuel,Vivaldi,1979-07-17,42,Male,180.0,80.0,
Argentina,ARG,Hockey,"Hockey, Men",33,Pedro,Ibarra,1985-09-11,36,Male,174.0,75.0,
Argentina,ARG,Hockey,"Hockey, Men",33,Santiago Tomás,Tarazona,1996-05-31,25,Male,,,
Argentina,ARG,Hockey,"Hockey, Men",33,"Nicolás Santiago ""Nico""",Keenan,1997-05-06,24,Male,,,
Argentina,ARG,Hockey,"Hockey, Men",33,Nahuel,Salis,1989-08-06,32,Male,,,
Argentina,ARG,Hockey,"Hockey, Men",33,Maico,Casella Schuth,1997-06-05,24,Male,,,
Argentina,ARG,Hockey,"Hockey, Men",33,Lucas Martín,Vila,1986-08-23,35,Male,172.0,75.0,
Argentina,ARG,Hockey,"Hockey, Men",33,José Leandro,Tolini,1990-03-14,31,Male,,,
Argentina,ARG,Hockey,"Hockey, Men",33,Diego Ignacio,Paz,1992-08-10,29,Male,,,
Argentina,ARG,Hockey,"Hockey, Men",33,Ignacio Horacio,Ortiz,1987-07-26,34,Male,180.0,76.0,
Argentina,ARG,Hockey,"Hockey, Men",33,Juan Martín,López,1985-05-27,36,Male,178.0,74.0,
Argentina,ARG,Hockey,"Hockey, Men",33,Matías Alejandro,Rey,1984-12-01,37,Male,178.0,72.0,
Argentina,ARG,Hockey,"Hockey, Men",33,Lucas,Martínez Ruiz,1993-11-17,28,Male,,,
Argentina,ARG,Hockey,"Hockey, Men",33,Nicolás,Cicileo,1993-10-01,28,Male,,,
Argentina,ARG,Hockey,"Hockey, Men",33,Agustín Alejandro,Mazzilli,1989-06-20,32,Male,173.0,77.0,
Argentina,ARG,Hockey,"Hockey, Men",33,Lucas Rafael,Rossi,1985-06-02,36,Male,188.0,88.0,
Argentina,ARG,Hockey,"Hockey, Men",33,Thomas Ezequiel,Habif,1996-05-27,25,Male,,,
Argentina,ARG,Hockey,"Hockey, Men",33,Agustín Fernando,Bugallo,1995-04-23,26,Male,,,
Argentina,ARG,Hockey,"Hockey, Women",34,María Belén,Succi,1985-10-16,36,Female,177.0,72.0,silver
Argentina,ARG,Hockey,"Hockey, Women",34,"Sofía ""Poy""",Toccalino,1997-03-20,24,Female,,,silver
Argentina,ARG,Hockey,"Hockey, Women",34,Agustina,Gorzelany,1996-03-11,25,Female,,,silver
Argentina,ARG,Hockey,"Hockey, Women",34,Valentina,Raposo Ruiz De Los Llanos,2003-01-28,18,Female,,,silver
Argentina,ARG,Hockey,"Hockey, Women",34,"Agostina ""Agos""",Alonso,1995-10-01,26,Female,,,silver
Argentina,ARG,Hockey,"Hockey, Women",34,Agustina,Albertario,1993-01-01,28,Female,165.0,55.0,silver
Argentina,ARG,Hockey,"Hockey, Women",34,"María José ""Majo""",Granatto,1995-04-21,26,Female,158.0,58.0,silver
Argentina,ARG,Hockey,"Hockey, Women",34,Delfina,Merino,1989-10-15,32,Female,169.0,59.0,silver
Argentina,ARG,Hockey,"Hockey, Women",34,Rocío María,Sánchez Moccia,1988-08-02,33,Female,157.0,54.0,silver
Argentina,ARG,Hockey,"Hockey, Women",34,"Victoria ""Vicky""",Sauze Valdez,1991-07-21,30,Female,,,silver
Argentina,ARG,Hockey,"Hockey, Women",34,"María Victoria ""Vicky""",Granatto,1991-04-09,30,Female,,,silver
Argentina,ARG,Hockey,"Hockey, Women",34,Eugenia María,Trinchinetti,1997-07-17,24,Female,,,silver
Argentina,ARG,Hockey,"Hockey, Women",34,Micaela,Retegui,1996-04-23,25,Female,,,silver
Argentina,ARG,Hockey,"Hockey, Women",34,María Emilia,Forcherio,1995-02-16,26,Female,,,silver
Argentina,ARG,Hockey,"Hockey, Women",34,Sofía,Maccari,1984-07-03,37,Female,165.0,66.0,silver
Argentina,ARG,Hockey,"Hockey, Women",34,María Noel,Barrionuevo,1984-05-16,37,Female,171.0,58.0,silver
Argentina,ARG,Hockey,"Hockey, Women",34,Julieta,Jankunas,1999-01-20,22,Female,,,silver
Argentina,ARG,Hockey,"Hockey, Women",34,Valentina Isabel,Costa Biondi,1995-09-13,26,Female,,,silver
Argentina,ARG,Judo,"Half-Middleweight, Men",35,Emmanuel,Lucenti,1984-11-23,37,Male,180.0,81.0,
Argentina,ARG,Judo,"Extra-Lightweight, Women",36,Paula Belén,Pareto,1986-01-16,35,Female,150.0,48.0,
Argentina,ARG,Marathon Swimming,"10 kilometres Open Water, Women",37,Cecilia Elizabeth,Biagioli,1985-01-03,36,Female,168.0,54.0,
Argentina,ARG,Modern Pentathlon,"Individual, Men",38,Sergio Alí,Villamayor,1989-12-04,32,Male,,,
Argentina,ARG,Rowing,"Lightweight Double Sculls, Women",39,Milka,Kraljev,1982-11-08,39,Female,166.0,57.0,
Argentina,ARG,Rowing,"Lightweight Double Sculls, Women",39,Evelyn Maricel,Silvestro,1999-03-01,22,Female,,,
Argentina,ARG,Rugby Sevens,"Rugby Sevens, Men",40,Santiago,Álvarez Fourcade,1994-02-17,27,Male,188.0,93.0,bronze
Argentina,ARG,Rugby Sevens,"Rugby Sevens, Men",40,Lautaro,Bazán Vélez,1996-02-24,25,Male,,,bronze
Argentina,ARG,Rugby Sevens,"Rugby Sevens, Men",40,Felipe,Del Mestre,1993-09-25,28,Male,186.0,,bronze
Argentina,ARG,Rugby Sevens,"Rugby Sevens, Men",40,Matías Lucas,Osadczuk,1997-04-22,24,Male,191.0,,bronze
Argentina,ARG,Rugby Sevens,"Rugby Sevens, Men",40,Rodrigo,Etchart,1994-01-24,27,Male,175.0,80.0,bronze
Argentina,ARG,Rugby Sevens,"Rugby Sevens, Men",40,Gastón,Revol,1986-11-26,35,Male,170.0,79.0,bronze
Argentina,ARG,Rugby Sevens,"Rugby Sevens, Men",40,Luciano Daniel,González Rizzoni,1997-04-10,24,Male,185.0,,bronze
Argentina,ARG,Rugby Sevens,"Rugby Sevens, Men",40,Santiago,Mare,1996-10-21,25,Male,184.0,,bronze
Argentina,ARG,Rugby Sevens,"Rugby Sevens, Men",40,Marcos,Moneta,2000-03-07,21,Male,181.0,,bronze
Argentina,ARG,Rugby Sevens,"Rugby Sevens, Men",40,Lucio Constantino,Cinti Luna,2000-02-23,21,Male,191.0,,bronze
